year,period,labor force participation rate,employment-population ratio,labor force,employment,unemployment,unemployment rate,states,st
2019,Sep,61.7,59.4,5100430,4910144,190286,3.7,North Carolina,nc
2020,Sep,58.7,54.4(P),4914985,4558033,356952,7.3,North Carolina,nc
1976,Sep,62.7,60.3,281118,270024,11094,3.9,North Dakota,nd
1977,Sep,63.5,60.6,288953,275525,13428,4.6,North Dakota,nd
1978,Sep,64.2,61.5,295265,282784,12481,4.2,North Dakota,nd
1979,Sep,64.8,62.4,300827,289470,11357,3.8,North Dakota,nd
1980,Sep,65.0,61.5,304357,287929,16428,5.4,North Dakota,nd
1981,Sep,65.6,62.5,310936,296202,14734,4.7,North Dakota,nd
1982,Sep,66.0,62.1,317336,298764,18572,5.9,North Dakota,nd
1983,Sep,65.7,62.3,320840,303874,16966,5.3,North Dakota,nd
1984,Sep,67.1,63.5,328282,310593,17689,5.4,North Dakota,nd
1985,Sep,68.6,64.7,333610,314615,18995,5.7,North Dakota,nd
1986,Sep,68.2,64.3,331235,312393,18842,5.7,North Dakota,nd
1987,Sep,68.7,65.3,331602,315260,16342,4.9,North Dakota,nd
1988,Sep,68.8,65.6,331011,315525,15486,4.7,North Dakota,nd
1989,Sep,69.3,66.3,330339,316241,14098,4.3,North Dakota,nd
1990,Sep,68.2,65.5,317638,304863,12775,4.0,North Dakota,nd
1991,Sep,67.8,64.9,314425,300627,13798,4.4,North Dakota,nd
1992,Sep,67.7,64.5,316305,301251,15054,4.8,North Dakota,nd
1993,Sep,69.3,66.4,326549,312798,13751,4.2,North Dakota,nd
1994,Sep,71.2,68.6,338186,326062,12124,3.6,North Dakota,nd
1995,Sep,71.4,69.1,342538,331734,10804,3.2,North Dakota,nd
1996,Sep,72.0,69.9,349023,339090,9933,2.8,North Dakota,nd
1997,Sep,72.1,70.3,351146,342105,9041,2.6,North Dakota,nd
1998,Sep,71.7,69.5,348746,337926,10820,3.1,North Dakota,nd
1999,Sep,70.6,68.3,342728,331567,11161,3.3,North Dakota,nd
2000,Sep,70.8,68.7,343158,332952,10206,3.0,North Dakota,nd
2001,Sep,70.2,68.1,340068,329903,10165,3.0,North Dakota,nd
2002,Sep,70.3,67.6,340697,327915,12782,3.8,North Dakota,nd
2003,Sep,71.4,68.8,346861,334276,12585,3.6,North Dakota,nd
2004,Sep,72.2,69.7,353979,341839,12140,3.4,North Dakota,nd
2005,Sep,72.5,70.0,356457,344430,12027,3.4,North Dakota,nd
2006,Sep,73.5,71.1,363136,351310,11826,3.3,North Dakota,nd
2007,Sep,74.0,71.7,367481,355942,11539,3.1,North Dakota,nd
2008,Sep,74.3,71.9,371582,359437,12145,3.3,North Dakota,nd
2009,Sep,72.9,69.9,367995,353121,14874,4.0,North Dakota,nd
2010,Sep,72.3,69.6,380374,366342,14032,3.7,North Dakota,nd
2011,Sep,73.1,70.6,391160,377505,13655,3.5,North Dakota,nd
2012,Sep,73.2,71.0,399994,387687,12307,3.1,North Dakota,nd
2013,Sep,72.7,70.6,407517,395998,11519,2.8,North Dakota,nd
2014,Sep,72.8,70.9,416266,405103,11163,2.7,North Dakota,nd
2015,Sep,70.9,68.9,411636,399941,11695,2.8,North Dakota,nd
2016,Sep,71.2,69.1,412648,400406,12242,3.0,North Dakota,nd
2017,Sep,70.5,68.7,408624,397731,10893,2.7,North Dakota,nd
2018,Sep,69.3,67.5,402385,392224,10161,2.5,North Dakota,nd
2019,Sep,69.3,67.6,403977,394189,9788,2.4,North Dakota,nd
2020,Sep,67.6,64.6,396309,379040,17269,4.4,North Dakota,nd
1976,Sep,61.3,56.7,4749246,4393809,355437,7.5,Ohio,oh
1977,Sep,62.0,58.2,4854501,4559945,294556,6.1,Ohio,oh
1978,Sep,63.1,59.7,4988569,4721534,267035,5.4,Ohio,oh
1979,Sep,63.6,59.8,5058005,4755595,302410,6.0,Ohio,oh
1980,Sep,63.8,57.8,5102881,4624726,478155,9.4,Ohio,oh
1981,Sep,63.4,57.3,5097369,4604683,492686,9.7,Ohio,oh
1982,Sep,63.7,55.2,5124723,4444807,679916,13.3,Ohio,oh
1983,Sep,63.5,56.2,5098442,4513153,585289,11.5,Ohio,oh
1984,Sep,63.5,57.7,5107317,4639313,468004,9.2,Ohio,oh
1985,Sep,64.1,58.3,5176451,4708342,468109,9.0,Ohio,oh
1986,Sep,64.6,59.3,5237875,4806816,431059,8.2,Ohio,oh
1987,Sep,64.3,60.0,5254117,4908834,345283,6.6,Ohio,oh
1988,Sep,64.7,60.9,5332888,5018570,314318,5.9,Ohio,oh
1989,Sep,65.3,61.5,5401220,5084741,316479,5.9,Ohio,oh
1990,Sep,65.7,62.0,5421762,5117028,304734,5.6,Ohio,oh
1991,Sep,65.3,61.2,5428330,5088624,339706,6.3,Ohio,oh
1992,Sep,65.9,61.0,5508082,5096369,411713,7.5,Ohio,oh
1993,Sep,65.6,61.3,5512303,5155572,356731,6.5,Ohio,oh
1994,Sep,65.7,62.3,5545416,5257568,287848,5.2,Ohio,oh
